lyrics,artiste
But way less effort cause when you try hard,Kanye
That's when you die hard,Kanye
Ya'll homies lookin' like Why God?,Kanye
When they reminisce over you my GodLa la la la,Kanye
Wait 'til I get my money right,Kanye
La la la la,Kanye
Then you can't tell me nothing right?,Kanye
Excuse me is you saying something?,Kanye
Uh uh you can't tell me nothing,Kanye
You can't tell me nothing,Kanye
Uh uh you can't tell me nothingLa la la la,Kanye
Wait 'til I get my money right,Kanye
La la la la,Kanye
Then you can't tell me nothing right?,Kanye
,Kanye
I got a dirty mind,Kanye
I got filthy ways,Kanye
I'm tryna bathe my eyy eyy in your Milky Way,Kanye
I'm a legend I'm irreverent,Kanye
I be reverend,Kanye
Welcome to the danger zone,Kanye
Step into the fantasy,Kanye
You are not invited to the other side of sanity,Kanye
They calling me an alien,Kanye
A big headed astronaut,Kanye
Maybe it's because your boy Yeezy get ass a lot,Kanye
You're so hypnotizing,Kanye
Could you be the devil,Kanye
Could you be an angelYour touch magnetizing,Kanye
Feels like I am floating,Kanye
Leaves my body glowingThey say be afraid,Kanye
You're not like the others,Kanye
Futuristic lover,Kanye
They don't understand youYou're from a whole other world,Kanye
A different dimension,Kanye
You open my eyes,Kanye
And I'm ready to go,Kanye
Infect me with your loving,Kanye
Wanna be a victim,Kanye
Ready for abductionBoy you're an alien,Kanye
Your touch so foreign,Kanye
It's supernatural,Kanye
ExtraterrestrialYou're so supersonic,Kanye
Wanna feel your powers,Kanye
Stun me with your lasers,Kanye
Your kiss is cosmic,Kanye
Every move is magicYou're from a whole other world,Kanye
A different dimension,Kanye
You open my eyes,Kanye
And I'm ready to go,Kanye
Infect me with your loving,Kanye
Wanna be a victim,Kanye
Ready for abductionBoy you're an alien,Kanye
Your touch so foreign,Kanye
It's supernatural,Kanye
Extraterrestrial,Kanye
I know a bar out in Mars,Kanye
Where they driving spaceships instead of cars,Kanye
Cop a Prada spacesuit about the stars,Kanye
Getting stupid ass straight about the charge,Kanye
Pockets on Shrek rockets on deck,Kanye
Tell me what's next aliens have sex,Kanye
I'mma disrobe you than I'mma probe you,Kanye
See I abducted you so I tell ya what to do,Kanye
Infect me with your loving,Kanye
Wanna be a victim,Kanye
Ready for abductionBoy you're an alien,Kanye
Your touch so foreign,Kanye
It's supernatural,Kanye
ExtraterrestrialExtraterrestrial,Kanye
ExtraterrestrialBoy you're you're an alien,Kanye
Your touch so foreign,Kanye
It's supernatural,Kanye
Extraterrestrial,Kanye
And I always find yeah I always find somethin' wrong,Kanye
You been puttin' up wit' my shit just way too long,Kanye
I'm so gifted at findin' what I don't like the most,Kanye
So I think it's time for us to have a toastLet's have a toast for the douche bags,Kanye
Let's have a toast for the assholes,Kanye
Let's have a toast for the scumbags,Kanye
Every one of them that I know,Kanye
Let's have a toast for the jerk offs,Kanye
That'll never take work off,Kanye
Baby I got a plan,Kanye
Run away fast as you canShe find pictures in my email,Kanye
I sent this bitch a picture of my dick,Kanye
I don't know what it is with females,Kanye
But I'm not too good at that shit,Kanye
See I could have me a good girl,Kanye
And still be addicted to them hood rats,Kanye
And I just blame everything on you,Kanye
At least you know that's what I'm good atAnd I always find,Kanye
Yeah I always find,Kanye
Yeah I always find somethin' wrong,Kanye
You been puttin' up wit' my shit just way too long,Kanye
I'm so gifted at findin' what I don't like the most,Kanye
So I think it's time for us to have a toastLet's have a toast for the douche bags,Kanye
Let's have a toast for the assholes,Kanye
Let's have a toast for the scumbags,Kanye
Every one of them that I know,Kanye
Let's have a toast for the jerk offs,Kanye
That'll never take work off,Kanye
Baby I got a plan,Kanye
Run away fast as you canRunaway from me baby,Kanye
Runaway,Kanye
Runaway from me baby,Kanye
Runaway,Kanye
Crazy just crazy,Kanye
Runaway as fast as you can,Kanye
Runaway from me baby,Kanye
Runaway,Kanye
Runaway from me baby,Kanye
Runaway,Kanye
Crazy,Kanye
Why cant she just runaway,Kanye
Baby I got a plan,Kanye
Run away fast as you canTwenty four seven three sixty five,Kanye
Pussy stays on my mind,Kanye
All right all right I admit it,Kanye
Now pick your best move,Kanye
You could leave or live wit' it,Kanye
Ichabod Crane with that mothafuckin' top off,Kanye
Split and go where?,Kanye
Back to wearin' knockoffs ha ha,Kanye
Knock it off Neiman's shop it off,Kanye
Let's talk over mai tais waitress top it off,Kanye
Hoes like vultures wanna fly in your Freddy loafers,Kanye
You can't blame 'em they ain't never seen Versace sofas,Kanye
Every bag every blouse every bracelet,Kanye
Comes with a price tag baby face it,Kanye
You should leave if you can't accept the basics,Kanye
Invisibly set the Rolex is faceless,Kanye
I'm just young rich and tasteless,Kanye
P!Never was much of a romantic,Kanye
I could never take the intimacy,Kanye
And I know it did damage,Kanye
'Cause the look in your eyes is killin' me,Kanye
I guessin' you're at an advantage,Kanye
'Cause you could blame me for everything,Kanye
And I don't know where I'ma manage,Kanye
If one day you just up and leaveAnd I always find yeah I always find somethin' wrong,Kanye
You been puttin' up wit' my shit just way too long,Kanye
I'm so gifted at findin' what I don't like the most,Kanye
So I think it's time for us to have a toastLet's have a toast for the douche bags,Kanye
Let's have a toast for the assholes,Kanye
Let's have a toast for the scumbags,Kanye
Every one of them that I know,Kanye
Let's have a toast for the jerk offs,Kanye
That'll never take work off,Kanye
Baby I got a plan,Kanye
Run away fast as you can,Kanye
What of the dollar you murdered for?,Kanye
Is that the one fighting for your soul?,Kanye
Or your brother's the one that you're running from but if you got money fuck it cause I want someB.I.G. fuckin' with me oh god whoaOK ain't nobody fucking with my clique clique clique clique clique,Kanye
Ain't nobody fresher than my mothafuckin' clique clique clique clique clique,Kanye
As I look around they don't do it like my clique clique clique clique clique,Kanye
And all these bad bitches man they want the,Kanye
They want the they want theI tell a bad bitch do whatever I say,Kanye
My block behind me like I'm coming out the driveway,Kanye
It's grind day from Friday to next Friday,Kanye
I'm rolling with fuck I'm saying? Girl you know my crew name,Kanye
You know 2 Chainz? Scrr!,Kanye
I'm pulling up in that Bruce Wayne but I'm the fucking villain,Kanye
Man they kneeling when I'm walking in the building,Kanye
Freaky women I be feeling from the bank accounts I'm filling,Kanye
What a feeling ah man they gotta be,Kanye
As I look around they don't do it like my clique clique clique clique clique,Kanye
And all these bad bitches man they want the,Kanye
They want the they want theYeah I'm talking 'Ye yeah I'm talking Rih',Kanye
Yeah I'm talking B' nigga I'm talking me,Kanye
Yeah I'm talking bossy I ain't talking Kelis,Kanye
Your money too short you can't be talking to me,Kanye
Yeah I'm talking LeBron we ball in our family tree,Kanye
Me turn that 62 to 125 125 to a 250,Kanye
250 to a half a million ain't nothin' nobody can do with me now who with me?,Kanye
�V�monos! Call me Hov or Jefe,Kanye
Translation I'm the shit least that what my neck say,Kanye
Least that what my check say lost my homie for a decade,Kanye
Nigga down for like 12 years ain't hug his son since second grade,Kanye
He never told who we gon' tell we top of the totem pole,Kanye
It's the Dream Team meets the Supreme Team,Kanye
And all our eyes green it only means one thing,Kanye
As I look around they don't do it like my clique clique clique clique clique,Kanye
And all these bad bitches man they want the,Kanye
They want the they want theBreak records at Louie ate breakfast at Gucci,Kanye
My girl a superstar all from a home movie,Kanye
What niggas did in Paris got 'em hanging off the Eiffel,Kanye
Yeah I'm talking business we talking CIA,Kanye
I'm talking George Tenet I seen him the other day,Kanye
He asked me about my Maybach think he had the same,Kanye
Except mine tinted and his might have been rented,Kanye
You know white people get money don't spend it,Kanye
Or maybe they get money buy a business,Kanye
I rather buy 80 gold chains and go ig'nant,Kanye
I know Spike Lee gon' kill me but let me finish,Kanye
Blame it on the pigment we living no limits,Kanye
Them gold Master P ceilings was just a figment,Kanye
Of our imagination MTV cribs Now I'm looking at a crib right next to where TC lives,Kanye
That's Tom Cruise whatever she accuse,Kanye
He wasn't really drunk he just had a few brews,Kanye
Pass the refreshments a cool cool beverage,Kanye
Everything I do need a news crew's presence,Kanye
Speedboat swerve homie watch out for the waves,Kanye
I'm way too black to burn from sun rays,Kanye
So I just meditate at the home in Pompeii,Kanye
About how I could build a new Rome in one day,Kanye
Every time I'm in Vegas they screaming like he's Elvis,Kanye
But I just wanna design hotels and nail it,Kanye
Shit is real got me feeling Israelian,Kanye
Like Bar Refaeli Gisele nah that's Brazilian,Kanye
Went through deep depression when my momma passed,Kanye
Suicide what kinda talk is that?,Kanye
But I been talking to God for so long and if you look at my life I guess he's talking back,Kanye
Fucking with my cliqueAin't nobody fresher than my mothafuckin' clique,Kanye
As I look around they don't do it like my clique,Kanye
And all these bad bitches man they want the,Kanye
They want the they want the,Kanye
Like we always do at this time,Kanye
I go for mine I got to shine,Kanye
Now throw your hands up in the sky,Kanye
Now throw your hands up in the skyI'ma get on this TV mama I'ma,Kanye
I'ma put shit down,Kanye
Hey hey hey hey hey hey,Kanye
Hey I'm goodWelcome to the good life,Kanye
Where niggaz that sell D,Kanye
Won't even get pulled over in they new V,Kanye
The good life let's go on a living' spree,Kanye
Shit they say the best things in life are free,Kanye
The good life it feel like Atlanta,Kanye
It feel like L.A. it feel like Miami,Kanye
It feel like N.Y. summertime Chi ahh,Kanye
So I roll through good,Kanye
Y'all pop the trunk I pop the hood Ferrari,Kanye
And she got the goods,Kanye
And she got that ass I got to look sorry,Kanye
Yo it's got to be cause I'm seasoned,Kanye
Haters give me them salty looks Lowry's,Kanye
50 told me go 'head switch the style up,Kanye
And if they hate then let 'em hate,Kanye
And watch the money pile up the good lifeNow I I go for mine I got to shine,Kanye
Now throw your hands up in the sky,Kanye
Now I I go for mine I got to shine,Kanye
Now throw your hands up in the skyI'ma get on this TV mama I'ma,Kanye
I'ma put shit down,Kanye
Hey hey hey hey hey hey,Kanye
Hey I'm goodWelcome to the good life,Kanye
Where we like the girls who ain't on TV,Kanye
The good life so keep it coming' with the bottlesTill she feel boozed like she bombed out Apollo,Kanye
The good life it feel like Houston,Kanye
It feel like Philly it feel like D.C.,Kanye
It feel like VA or the Bay or Ye,Kanye
Ayy this is the good lifeHomie tell me what's good,Kanye
Why I only got a problem when you in the hood,Kanye
Like I'm new in the hood the only thing I wish?,Kanye
He probably think he could but but,Kanye
I don't think he should,Kanye
50 told me go 'head switch the style up,Kanye
And if they hate then let 'em hate,Kanye
And watch the money pile up the good lifeNow I I go for mine I got to shine,Kanye
Now throw your hands up in the sky,Kanye
Now I I go for mine I got to shine,Kanye
Now throw your hands up in the skyI'ma get on this TV mama I'ma,Kanye
I'ma put shit down,Kanye
Hey hey hey hey hey hey,Kanye
Hey I'm goodHave you ever popped champagne on a plane,Kanye
While getting' some brain,Kanye
Whipped it out she said I never seen snakes on a plane,Kanye
Whether you broke or rich you gotta get biz,Kanye
Having' money's the everything that having' it is,Kanye
I was splurging' on trizz,Kanye
But when I get my card back activated,Kanye
I'm back to Vegas cause,Kanye
I always had a passion for flashing' before I had it,Kanye
I close my eyes and imagine the good lifeIs the good life better than the life I live,Kanye
When I thought that I was gonna go crazy,Kanye
And now my grandmamma ain't the only girl calling me baby,Kanye
And if you feeling' me now then put your hands up in the sky,Kanye
And let me hear you say hey hey hey ooh,Kanye
I'm good,Kanye
Blazin mi don't want dem,Kanye
Mi need dem,Kanye
Blazin,Kanye
Suh mi tek har outta bugah red and put her in a tall skirt,Kanye
And now she find out what life is really worth,Kanye
No to X rated,Kanye
Yo mi tek har outta bugah red and put her in a tall skirt,Kanye
And now she find out what life is really worth,Kanye
No to X ratedI am a god,Kanye
I am a god,Kanye
I am a godI am a god,Kanye
Hurry up with my damn massage,Kanye
Hurry up with my damn m�nage,Kanye
Get the Porsche out the damn garage,Kanye
I am a god,Kanye
Even though I'm a man of God,Kanye
My whole life in the hands of God,Kanye
So y'all better quit playing with GodSoon as they like you make 'em unlike you,Kanye
Cause kissing people ass is so unlike you,Kanye
The only rapper who compared to Michael,Kanye
I don't wanna hear what some niggas might do,Kanye
Old niggas mentally still in high school,Kanye
Since the tight jeans they never liked you,Kanye
But everybody know you brought real rap back,Kanye
Nobody else had swag man we the Rat Pack,Kanye
Virgil Pyrex Don C snapback,Kanye
Monop' in this bitch get a change of climate,Kanye
Hop in this bitch and get the same thing I'm in,Kanye
Until the day I get struck by lightningI am a God,Kanye
So hurry up with my damn massage,Kanye
Hurry up with my damn croissants,Kanye
I am a God,Kanye
I am a God,Kanye
I am a GodI just talked to Jesus,Kanye
He said What up Yeezus?,Kanye
I know he the most high,Kanye
But I am a close high,Kanye
Mi casa es su casa,Kanye
That's our costra nostra,Kanye
I am a God,Kanye
I am a God,Kanye
I am a GodAin't no way I'm giving up on my god,Kanye
Well! It is a weeping and a moaning and a gnashing of teeth,Kanye
It is a weeping and a moaning and a gnashing of teeth,Kanye
When it comes to my sound which is the champion sound believe believe!Okay Lamborghini Mercy your chick she so thirsty,Kanye
I'm in that two seat Lambo' with your girl she tryna jerk me,Kanye
Okay Lamborghini Mercy your chick she so thirsty,Kanye
I'm in that two seat Lambo' with your girl she tryna jerk me,Kanye
I'm in that two seat Lambo' with your girl she tryna jerk meDrop it to the floor make that ass shake,Kanye
Whoa make the ground move that's an ass'quake,Kanye
Built a house up on that ass that's an ass'state,Kanye
Roll my weed on it that's an ass'tray,Kanye
Finally got paid now I need shade and a vacay,Kanye
Now we out in Paris yeah I'm Perrierin',Kanye
White girls politicking that's that Sarah Palin,Kanye
Gettin' high Californicatin',Kanye
It is a weeping and a moaning and a gnashing of teeth,Kanye
When it comes to my sound which is the champion sound believe believe believe believe!Yughck! It's prime time my top back this pimp game ho!,Kanye
I'm red leather this cocaine I'm Rick James ho!,Kanye
I'm poppin' too these blue dolphins need two coffins,Kanye
All she want is some heel money all she need is some bill money,Kanye
He take his time he counts it out I weighs it up that's real money,Kanye
Check the neck check the wrist them heads turnin' that's exorcist,Kanye
My Audemar like Mardi Gras that's Swiss time and that's excellence,Kanye
That white frost on that pound cake so your Duncan Hines is irrelevant,Kanye
It is a weeping and a moaning and a gnashing of teeth,Kanye
When it comes to my sound which is the champion sound believe believe!Well it is a weeping and a moaning and a gnashing of teeth in the dance hall,Kanye
And who no have teeth gwine run pon them gums caw,Kanye
When time it comes to my sound which is the champion sound,Kanye
The bugle has blown the many times and it still have one more time left,Kanye
I threw suicides on the tour bus,Kanye
I threw suicides on the private jet,Kanye
You know what that mean I'm fly to death,Kanye
I step in Def Jam building like I'm the shit,Kanye
Tell 'em Give me fifty million now or I'mma quit,Kanye
Most rappers taste level ain't at my waist level,Kanye
Don't do no press but I get the most press kid,Kanye
Plus yo my bitch make your bitch look like Precious,Kanye
Something about Mary she gone off that Molly,Kanye
Now the whole party is melted like Dali,Kanye
Now everybody is movin' they body,Kanye
Niggas is loiterin' just to feel important,Kanye
I'm drunk and high at the same time drinkin' champagne on the airplane,Kanye
Spit rounds like the gun range beat it up like Rampage,Kanye
Grade A A1 chain the color of Akon,Kanye
Horsepower horsepower all this Polo on I got horsepower,Kanye
Pound of this cost four thousand I make it rain she want more showers,Kanye
It is a weeping and a moaning and a gnashing of teeth,Kanye
When it comes to my sound which is the champion sound believe believe!,Kanye
Well! It is a weeping and a moaning and a gnashing of teeth,Kanye
It is a weeping and a moaning and a gnashing of teeth,Kanye
When it comes to my sound which is the champion sound believe believe believe believe!,Kanye
You don't need me to ever write,Kanye
I read your last message at least 1000 times,Kanye
At least 1000 at least 1000 times,Kanye
Alright alright alright,Kanye
Why would you ever listen to,Kanye
People trying to hate on you,Kanye
At least you know that's nothing new,Kanye
Stop everything you're doing now,Kanye
Cause baby you're awesome,Kanye
So awesomeYou look too good to be at work,Kanye
You feel too good to ever hurt,Kanye
I hope you ready for tonight,Kanye
I'm gon cook you'll be dessert,Kanye
You can't be still,Kanye
I gotta move I gotta dance,Kanye
I gotta live I gotta love,Kanye
I got a hope I got a chance,Kanye
Cause baby you're awesome,Kanye
You don't need to listen to your manager,Kanye
You're way too hot for them to handle you,Kanye
Baby not for nothing I know,Kanye
You're looking for something and I got it,Kanye
Why you frontin' on meCause I'd rather do nothing with you,Kanye
Than something with somebody new,Kanye
Yeah I'd rather do nothing with you,Kanye
Than something with somebody new,Kanye
Stop everything you're doing now,Kanye
Cause baby you're awesome,Kanye
Don't let nobody bring you downYou're so awesome,Kanye
You're so out the park,Kanye
You're so after dark,Kanye
You're so sleepless nights oh you feel so right,Kanye
You're so freakin' tight,Kanye
I know you must be tired,Kanye
From running through my mind,Kanye
Can I come inside?,Kanye
Cause baby I'm awesome,Kanye
Also I'm also awesome also,Kanye
I'm also awesome,Kanye
Yeezy Yeezy Yeezy just jumped over Jumpman,Kanye
I done talked a lot of shit but I just did the numbers,Kanye
Herzog and Adidas man you know they love it,Kanye
If Nike ain't have Drizzy man they wouldn't have nothin' woo!,Kanye
If Nike ain't have Don C man they wouldn't have nothin' ooh!,Kanye
But I'm all for the family tell 'em Get your money,Kanye
Yeezy Yeezy Yeezy they line up for days,Kanye
Nike out here bad they can't give shit away,Kanye
I stuck to my roots I'm like Jimmy Fallon,Kanye
Every time I talk they say I'm too aggressive,Kanye
I was out here spazzin' all y'all get the message?,Kanye
On the field I'm over reckless on my Odell Beckham,Kanye
2020 I'ma run the whole election yah!,Kanye
I've been trending years y'all a couple days,Kanye
Yeezy in the house and we just got appraised,Kanye
Nike Nike treat employees just like slaves,Kanye
I done wore designers I won't wear again,Kanye
Make 'em niggas famous they get arrogantYeezy Yeezy Yeezy just jumped over Jumpman ah!,Kanye
I give 'em grey poupon on a DJ Mustard ah!,Kanye
If you ain't poppin' shit then why you rap for? Haaan?,Kanye
Plus Kimoji just shut down the app store uh!,Kanye
And we made a million a minute we made a million a minute,Kanye
Yeah we made a million a minute we made a million a minute ah!,Kanye
Do anybody feel bad for Bill Cosby?,Kanye
Now we hottest in the streets it ain't no discussion,Kanye
Keep the work at my baby mama's mama's house,Kanye
I'm a jerk you need to work you need to call my spouse,Kanye
Yeezy Yeezy take a picture with me on Rodeo,Kanye
Yeezy Yeezy Yeezy I might do my own hotel,Kanye
Couches couches couches couches which one should I pick?,Kanye
Every time I see the news man it bring me home,Kanye
Call up DJ Mano shout out Twilite Tone,Kanye
We just blessed to be alive yeah ain't that the truth?,Kanye
So let's celebrate the life of Timbuck2,Kanye
What in the fuck was that Kanye?,Kanye
I thought I told you to do some shit for the kids,Kanye
You give me these motherfucking graduation tickets right now,Kanye
You can give me this motherfucking robeYou Kansas City idol,Kanye
You will not walk across that stage,Kanye
You wont slide across that stage,Kanye
Motherfucker cant pull you across the stage KanyeWho told you I told you to do something uplifting,Kanye
I am trying to get you out here with these white people and,Kanye
This is how you gone do me you know yous a nigga,Kanye
And I dont mean that in no nice wayGot the lil kids singing about the shit now the jokes on you,Kanye
You throw your motherfucking hands in the air,Kanye
And wave your body body you can get the fuck off this campus,Kanye
What you gone do now?I'm no longer confused but don't tell anybody,Kanye
I'm about to break the rules but don't tell anybody,Kanye
I got something better than school but don't tell anybodyMy momma would kill me so don't tell anybody,Kanye
She wants me to get a good ass job just like everybody,Kanye
She ain't walked in my shoes I'm just not everybody,Kanye
Flashing lights lights,Kanye
Flashing lights lights,Kanye
Flashing lights lightsShe don't believe in shootin' stars,Kanye
But she believe in shoes and cars,Kanye
Wood floors in the new apartment,Kanye
Couture from the store's department,Kanye
You more like L'eau de Stardee shit,Kanye
I'm more of the trips to Florida,Kanye
Order the h'orderves views of the Water,Kanye
Straight from the page of your favorite author,Kanye
And the weather so breezy,Kanye
Man why can't life always be this easy,Kanye
She in the mirror dancing so sleazy,Kanye
I get a call like where are you Yeezy,Kanye
Try to hit you with a 'Oeur de Whopee',Kanye
Till I get flashed by the paparazzi,Kanye
Damn these niggas got me,Kanye
I hate these niggas more than the NaziAs I recall I know you love to show off,Kanye
But I never thought that you would take it this far,Kanye
What do I know? Flashing lights lights,Kanye
What do I know? Flashing lights lightsI know it's been a while,Kanye
Sweetheart we hardly talk I was doing my thing,Kanye
And if somebody would've told me a month ago,Kanye
Fronting though yo I wouldn't wanna know,Kanye
If somebody would've told me a year ago,Kanye
It'd go get this difficult,Kanye
Feeling like Katrina with no fema,Kanye
Like Martin with no Gina,Kanye
Like a flight with no visa,Kanye
First class with the seat back I still see ya,Kanye
In my past you on the other side of the glass,Kanye
Of my memory's museum,Kanye
I'm just saying Hey Mona Lisa,Kanye
Come home you know you can't Rome without CaesarAs I recall I know you love to show off,Kanye
But I never thought that you would take it this far,Kanye
What do I know? Flashing lights lights,Kanye
What do I know? Flashing lights lightsAs you recall you know I love to show off,Kanye
But you never thought that I would take it this far,Kanye
What do you know? Flashing lights lights,Kanye
What do you know? Flashing lights lightsFlashing lights lights,Kanye
Flashing lights lightsLights lights lights lights,Kanye
'As I lay me down to sleep,Kanye
I hear her speak to meHello 'Mari how ya doin'?,Kanye
I think the storm ran out of rain the clouds are movin',Kanye
I know you're happy 'cause I can see it,Kanye
So tell the voice inside ya head to believe it,Kanye
I talked to God about you he said he sent you an angel,Kanye
And look at all that he gave you,Kanye
You asked for one and you got two,Kanye
You know I never left you,Kanye
'Cause every road that leads to heaven's right inside you,Kanye
So I can sayHello my only one just like the mornin' sun,Kanye
You'll keep on risin' 'til the sky knows your name,Kanye
Hello my only one remember who you are,Kanye
No you're not perfect but you're not your mistakesHey hey hey hey,Kanye
Oh the good outweighs the bad even on your worst day,Kanye
Remember how I'd say,Kanye
Hey hey one day you'll be the man you always knew you could be,Kanye
And if you knew how proud I was,Kanye
You'd never shed a tear have a fear no you wouldn't do that,Kanye
And though I didn't pick the day to turn the page,Kanye
I know it's not the end every time I see her face and I hear you sayHello my only one remember who you are,Kanye
You got the world 'cause you got love in your hands,Kanye
And you're still my chosen one,Kanye
So can you understand? One day you'll understandSo hear me out hear me out,Kanye
I won't go I won't go,Kanye
No goodbyes no goodbyes,Kanye
Just hello just hello,Kanye
And when you cry I will cry,Kanye
And when you smile I will smile,Kanye
And next time when I look in your eyes,Kanye
We'll have wings and we'll flyHello my only one just like the mornin' sun,Kanye
You'll keep on risin' 'til the sky knows your name,Kanye
And you're still my chosen one remember who you are,Kanye
No you're not perfect but you're not your mistakesHey hey hey hey,Kanye
I just want you to do me a favor,Kanye
Tell Nori about me tell Nori about me,Kanye
,Kanye
Real friends how many of us!?,Kanye
How many of us how many jealous? Real friends!,Kanye
It's not many of us we smile at each other,Kanye
But how many honest? Trust issues,Kanye
Switched up the number I can't be bothered,Kanye
I cannot blame you for havin' an angle,Kanye
I ain't got no issues I'm just doin' my thing,Kanye
Hope you're doin' your thing too,Kanye
I'm a deadbeat cousin I hate family reunions,Kanye
F*ck the church up I'm drinkin' at the communion,Kanye
Spillin' free wine now my tux is ruined,Kanye
In town for a day what the fuck we doin'?,Kanye
Who your real friends? We all came from the bottom,Kanye
I'm always blamin' you but what's sad you're not the problem,Kanye
Damn I forgot to call her shit I thought it was Thursday,Kanye
Why you wait a week to call my phone in the first place?,Kanye
When was the last time I remembered a birthday?,Kanye
When was the last time I wasn't in a hurry?Tell me you want your tickets when it's gametime,Kanye
Even to call your daughter on her FaceTime,Kanye
Even when we was young I used to make time,Kanye
Now we be way too busy just to make time,Kanye
Even for my...Real friends,Kanye
I guess I get what I deserved on 'em,Kanye
Word in the streets is they ain't heard from him,Kanye
I guess I get what I deserved on 'em,Kanye
Talked down on my name throwed dirt on himI couldn't tell you how old your daughter was,Kanye
Couldn't tell you how old your son is,Kanye
I got my own Jr. on the way dawg,Kanye
Plus I already got one kid,Kanye
Couldn't tell you much about the fam though,Kanye
I just showed up for the yams though,Kanye
Maybe 15 minutes took some pictures with your sister,Kanye
Merry Christmas then I'm finished then it's back to business,Kanye
You wanna ask some questions 'bout some real shit?,Kanye
Like I ain't got enough pressure to deal with,Kanye
Please don't pressure me with that bill shit,Kanye
Cause everybody got 'em that ain't children,Kanye
Oh you've been nothin' but a friend to me,Kanye
Niggas thinkin' I'm crazy you defendin' me,Kanye
It's funny I ain't spoke to niggas in centuries,Kanye
To be honest dawg I ain't feelin' your energy,Kanye
Money turn your kin into an enemy,Kanye
Niggas ain't real as they pretend to beLookin' for all my real friends,Kanye
How many of us? How many of us are real friends,Kanye
To real friends to the real end,Kanye
Til the wheels fall off 'til the wheels don't spin,Kanye
To 3 A.M. callin',Kanye
How many real friends?,Kanye
Just to ask you a question,Kanye
Just to see how you was feelin',Kanye
How many?,Kanye
For the last you was frontin',Kanye
I hate when a nigga text you like what's up fam oh you good?,Kanye
You say I'm good then great next day they ask you for somethin',Kanye
How many?,Kanye
What's best for your family immediate or extended,Kanye
Any argument the media'll extend it,Kanye
I had a cousin that stole my laptop that I was fuckin' bitches on,Kanye
Paid that nigga 250 thousand just to get it from him,Kanye
Real friends,Kanye
Huh?Real friends,Kanye
I guess I get what I deserved on 'em,Kanye
Word in the streets is they ain't heard from him,Kanye
I guess I get what I deserved on 'em,Kanye
Talked down on my name throwed dirt on him,Kanye
All day niggaHow long you niggas ball? All day nigga,Kanye
How much time you spent at the mall? All day nigga,Kanye
How many runners do you got on call? All day nigga,Kanye
Swish swish how long they keep you in court? All day nigga,Kanye
Take you to get this fly? All day nigga,Kanye
You already know I'm straight from the Chi all day nigga,Kanye
South south south side! All day niggaThis Ye nigga,Kanye
Shoppin' for the winter and it's just May nigga,Kanye
Ball so hard man this shit cray nigga,Kanye
And you ain't gettin' money 'less you got eight figures,Kanye
For that Jesus piece man I've been saved nigga,Kanye
Just talked to Farrakhan that's sensei nigga,Kanye
Told him I've been on ten since the 10th grade nigga,Kanye
Got a middle finger longer than Dikembe my nigga uh,Kanye
I don't let 'em play with me,Kanye
I don't let 'em talk to me no kind of way,Kanye
Uh they better watch what they say to me,Kanye
People still gettin' popped on the day to day,Kanye
Though I still got the 100 with the small face nigga,Kanye
Might spend 50 racks on my off day nigga,Kanye
You a fake Denzel like the Allstate nigga,Kanye
If you run into me better have Allstate with you uh,Kanye
You a Rico Suave nigga,Kanye
Ride around listening to Sade nigga,Kanye
If you ain't with us you in our way nigga,Kanye
You an actor you should be on Broadway nigga,Kanye
Cause you do shit the broad way nigga,Kanye
Your bitch got an ass but my broad way thicker,Kanye
Late for the class in the hallway nigga,Kanye
Yeah the dropout at it as always nigga as alwaysAll day niggaI took a deep sweet breath and I reached into my head,Kanye
Gave him what I had left,Kanye
How much time you spent at the mall? All day nigga,Kanye
How long it take you to get this fly? All day nigga,Kanye
Pour some Hen out for my niggas that died all day nigga,Kanye
And I keep a bad bitch on the passenger side all day nigga,Kanye
You already know that I'm straight from the Chi all day nigga,Kanye
South south south side! All day niggaI could do this all day boy I'm finna turn this bitch out,Kanye
They need that Ye in the streets boy there's been a motherfucking drought,Kanye
Don't really matter what I make boy you know I still go wild,Kanye
Like a light skinned slave boy we in the mothafuckin' house,Kanye
Right now lookin' real sus right now,Kanye
I swear I've been on this flight like a month right now,Kanye
Stupid niggas gettin' money Forrest Gump right now,Kanye
They've been lookin' at the Gram I've been lookin' at the Grammys,Kanye
Like woo that's us right now,Kanye
24/7 365 days everybody gettin' paid,Kanye
Niggas lookin' at me like I'm worth both MJs,Kanye
People saying Ye Ye take it easy,Kanye
20 Gs for the Yeezy's off of eBay,Kanye
Niggas do the most and they ain't done shit,Kanye
Some want you dead ayAll day niggaI took a deep sweet breath and I reached into my head,Kanye
Gave him what I had left,Kanye
At that moment I dispersedGet low alright,Kanye
Get low alright,Kanye
What up? Alright alright,Kanye
Stay low alright,Kanye
Stay low alright,Kanye
South south south side all day niggaWell well well,Kanye
Let me run,Kanye
Let me run to see who came undone,Kanye
You've been right in my face,Kanye
Let me run 'til you're off my case,Kanye
Whoa whoa whoa whoa,Kanye
She take my money when I'm in need,Kanye
Yea she's a trifling friend indeed,Kanye
Oh she's a gold digger way over town,Kanye
That digs on meNow I ain't saying she a gold digger,Kanye
But she ain't messing with no broke niggas,Kanye
Now I ain't saying she a gold digger,Kanye
But she ain't messing wit no broke niggas,Kanye
Get down girl go head get down,Kanye
Get down girl go head get down,Kanye
Get down girl go head get down,Kanye
